question_id,question_text,correct_answer,option1,option2,option3,category_id,difficulty
1757,"In CoD: Black Ops III, what is the name of the rogue A.I. antagonist?",Corvus,Cabal,Corvus,Legion,2,easy
1763,"When was the top-down online RPG ""Space Station 13"" released?",2003,2003,2000,2010,2,easy
1767,When was Minecraft first released to the public?,"May 17th, 2009","May 17th, 2009","September 17th, 2009","November 18th, 2011",2,easy
1771,"In ""PUBATTLEGROUNDS"" which ammo type does the M24 use?",7.62mm,7.62mm,5.56mm,9mm,2,easy
1775,"When was the video game publisher ""Ubisoft"" founded ?",March 1986,April 1990,June 2001,August 1956,2,medium
1777,"If you play the Super Mario RPG and nap in a rented hotel room, you will wake up next to what familiar looking character?",Link,Link,Wario,Q*bert,2,medium
1783,Who published the 1998 video game Half-Life?,Sierra On-Line,Valve,Blizzard,Sierra On-Line,2,medium
1787,"Which town was Seamus ""Sledge"" Cowden from ""Tom Clancy's Rainbow Six Siege"" born in?",John O'Groats,Brawl,Kearvaig,John O'Groats,2,medium
1789,"Which of the following characters is NOT playable in ""Resident Evil 6""?",Jill Valentine,Jill Valentine,Chris Redfield,Sherry Birkin,2,medium
1791,"In Left 4 Dead, what is the character Bill's last name?",Overbeck,Fish,Overbeck,Roberts,2,hard
1793,"In ""Overwatch"", Coalescence is the name for the ultimate of which hero?",Moira,Zenyatta,Torbjorn,Moira,2,medium
1795,"Which of these characters was almost added into Super Smash Bros. Melee, but not included as the game was too far in development?",Solid Snake,Pit,Meta Knight,Solid Snake,2,medium
1796,"Which of these characters does not appear in ""Nier: Automata""?",A1,A1,A2,9S,2,medium
1799,Why was the character Trevor Philips discharged from the Air Force?,Mental Health Issues,Mental Health Issues,Injuries,Disease,2,hard
1800,What is a Tetris piece called?,Tetromino,Tetromino,Tetratile,Tetris,2,medium
1808,"Who created the 2011 Video Game ""Minecraft""?",Markus Persson,Markus Persson,Jens Bergensten,Daniel Rosenfeld,2,easy
1813,Which of these covert groups employs Sam Fisher to work as a Splinter Cell?,Third Echelon,Third Echelon,Voron,Black Arrow,2,easy
1814,"Which operation in ""Tom Clancy's Rainbow Six Siege"" introduced the ""Skyscraper"" map?",Red Crow,Velvet Shell,Skull Rain,Red Crow,2,medium
1817,"What was the first game in the ""Battlefield"" series?",Battlefield 1942,Battlefield Vietnam,Battlefield 2,Battlefield 1,2,easy
1821,"What is the perk that was introduced in the ""Call Of Duty: Zombies"" map, ""Mob Of The Dead""?",Electric Cherry,Quick Revive,Vulture Aid,Tombstone,2,medium
1824,Which of the following is a character in the video game Destiny?,Cayde-6,Ostrava of Boletaria,Mordecai the Hunter,Leon S. Kennedy,2,medium
1825,Which of these is NOT a team available in the game Pokémon Go?,Team Rocket,Team Instinct,Team Valor,Team Mystic,2,easy
1826,What was the first Super Mario game ever released in North America for the 3DS?,Super Mario 3D Land,Super Mario 3D Land,Super Mario Maker,New Super Mario Bros. 2,2,medium
1829,"In the 2002 video game ""Kingdom Hearts"", how many Keyblades are usable?",18,13,18,16,2,easy
1830,"In World of Warcraft lore, who organized the creation of the Paladins?",Alonsus Faol,Uther the Lightbringer,Alonsus Faol,Alexandros Mograine,2,hard
1832,"Which ""Perk-A-Cola"" in ""Call Of Duty: Zombies"" was ""reworked"" in ""Call of Duty: Black Ops II""?",Double Tap Root Beer,Who's Who,Juggernog,Mule Kick,2,medium
1836,"In the game ""Hearthstone"", what is the best rank possible?",Rank 1 Legend,Rank 1 Legend,Rank 1 Elite,Rank 1 Master,2,easy
1837,"In the ""Call Of Duty: Zombies"" map ""Moon"", there is a secondary called the QED. What does QED stand for?",Quantum Entanglement Device,Quad Ectoplasmic Driver,Question Every Dog,Quantum Entanglement Device,2,medium
1841,When was the game 'Portal 2' released?,2011,2014,2009,2007,2,easy
1847,What is Solid Snake's real name?,David,Solid Snake,David,John,2,medium
1848,Which of these is NOT a name of a city in the main island of PLAYERUNKNOWN'S BATTLEGROUNDS?,Belushya Guba,Yasnaya Polyana,Pochinki,Georgopol,2,medium
1851,"In ""Call of Duty: Black Ops III"" Zombies, what does completing all the main easter eggs reward you with?","1,000,000 XP","1,000,000 XP",Juggernog at the start of each game,50 Liquid Diviniums,2,medium
1854,Who is the half-demon character in Divinity: Original Sin 2 who you talk to to transition between acts?,Malady,Meister Siva,Malady,Gawin,2,medium
1855,Which of the following is not a character in the video game Doki Doki Literature Club?,Nico,Monika,Natsuki,Sayori,2,easy
1861,"What's the name of the halloween-related Sims 4 Stuff Pack released September 29th, 2015?",Spooky Stuff,Ghosts n' Ghouls,Nerving Nights,Fearful Frights,2,hard
1862,"Ellen McLain, the voice of GLaDOS in the Portal game series, is married to the voice actor for which Team Fortress 2 character?",Sniper,Sniper,Heavy,Soldier,2,medium
1872,Which of these games was the earliest known first-person shooter with a known time of publication?,Spasim,Spasim,Doom,Wolfenstein,2,medium
1876,What song is played during the ending credits of Guitar Hero: World Tour?,Dream Theater - Pull Me Under,King Crimson - 21st Century Schizoid Man,Dream Theater - Pull Me Under,Dragonforce - Through The Fire & The Flames,2,medium
1879,Which drive form was added into Kingdom Hearts II Final Mix?,Limit Form,Limit Form,Valor Form,Wisdom Form,2,hard
1884,"In Stardew Valley, what is the reward for completing all of the Bulletin Board bundles?",Additional Friendship points,Glittering Boulder removed,Bus is repaired,Additional Friendship points,2,hard
1892,Which of the following has Jennifer Taylor NOT voiced?,Sarah Kerrigan,Princess Peach,Sarah Kerrigan,Zoey,2,medium
1896,"In the 1980s, a service called Gameline allowed users to download games to what console?",Atari 2600,Sega Genesis,Nintendo Entertainment System,ColecoVision,2,medium
1899,"In the PAYDAY series, who betrayed the PAYDAY gang that got Hoxton arrested?",Hector,Hector,Vlad,The Dentist,2,easy
1903,How many games in the Crash Bandicoot series were released on the original Playstation?,5,4,3,5,2,easy
1904,"In the ""PAYDAY"" series, what is the real name of the character known as ""Dallas""?",Nathan Steele,Nathan Steele,Nate Siemens,Nick Stamos,2,hard
1905,Which of the following commercial vehicles from Grand Theft Auto IV did NOT reappear in Grand Theft Auto V?,Steed,Steed,Mule,Benson,2,hard
1914,"Where does ""The Legend of Zelda: Majora's Mask"" take place?",Termina,Termina,Hyrule,Gysahl,2,medium
1915,"When was ""System Shock"" released?",1994,1994,1995,2000,2,medium
1916,What was the name of Sonic the Hedgehog's original human girlfriend?,Madonna,Celeste,Madonna,Sierra,2,hard
1917,"Which weapon that was cut from the game ""Half Life 2"" was going to replace the crowbar?",Ice Axe,Ice Axe,Fire Axe,Wrench,2,medium
1919,"In ""Call Of Duty: Zombies"", which map features the ""Fly Trap"" easter egg?",Der Riese,Tranzit,Der Riese,Call Of The Dead,2,medium
1920,"In the ""Devil May Cry"" franchise, which game is chronologically first?",Devil May Cry 3: Dante's Awakening,Devil May Cry 4,Devil May Cry,Devil May Cry 2,2,hard
1923,"In ""Mario & Sonic at the Olympic Games"", characters are split into how many types?",4,6,5,3,2,easy
1927,Who is the protagonist in Dead Rising (2006)?,Frank West,Chuck Greene,Frank West,John North,2,easy
1928,"Who voices the infamous Citadel Station A.I known as S.H.O.D.A.N, in the System Shock games?",Terri Brosius,Jennifer Hale,Jenn Taylor,Terri Brosius,2,medium
1931,Which football player is featured on the international cover version of the video game FIFA 16?,Lionel Messi,Cristiano Ronaldo,Wayne Rooney,David Beckham,2,medium
1932,What do the video games No Man’s Sky and Mighty No. 9 have in common?,Both were announced in 2013.,Both were crowdfunded.,Both were developed by indie studios.,Both were announced in 2013.,2,hard
1933,Which of the following is NOT a Nintendo game console?,Dreamcast,SNES,Wii,Dreamcast,2,easy
1934,"In the popular MOBA League of Legends, which of the following champions is nicknamed ""the Virtuoso""?",Jhin,Kayle,Jhin,Ezreal,2,hard
1947,When was Pokemon GO released in North America?,"July 6th, 2016","June 5th, 2016","July 6th, 2016","May 24th, 2016",2,hard
1953,"The protagonist in the game ""Cave Story"" is named",Quote,Quote,Kazuma,Curly,2,medium
1954,Which Dota 1 hero changed gender when ported to Dota 2?,Legion Commander,Axe,Keeper of the Light,Legion Commander,2,medium
1958,"Which game won the ""Games for Impact"" award in The Game Awards 2015?",Life is Strange,Ori and the Blind Forest,Life is Strange,Rocket League,2,medium
1961,What is the name of the final boss in Turok: Dinosaur Hunter?,The Campaigner,The Primagen,Oblivion,The Campaigner,2,medium
1969,"In the game Warframe, what Mastery Rank do you need to have to build the Tigris Prime?",13,6,18,13,2,hard
1973,"Which franchise was NOT featured in the 2015 video game ""Lego Dimensions""?",Breaking Bad,Portal,Doctor Who,Back to the Future,2,easy
1982,"In ""PAYDAY 2"", what weapon has the highest base weapon damage on a per-shot basis?",HRL-7,Heavy Crossbow,HRL-7,Thanatos .50 cal,2,medium
1985,When was the Valve Corporation founded?,"August 24, 1996","December 26, 1994","March 22, 1997","August 24, 1996",2,hard
1987,"In the Zombies mode of ""Call of Duty: Black Ops"", what is the ""Pack-A-Punched"" version of the ""Galil"" called?",Lamentation,Lamentation,Galvanized Atomic Lead Insertion Liquidator,Gabig,2,hard
1990,"In the game series ""The Legend of Zelda"", what was the first 3D game?",Ocarina of Time,Majora's Mask,A Link to the Past,The Wind Waker,2,medium
1993,Who is Sonic's sidekick?,Tails,Tails,Shadow,Amy,2,easy
1996,"In which game does a character say, ""Sometimes, I dream about cheese""?",Half Life 2,Half Life 2,Team Fortress 2,Dark Souls,2,medium
1997,Which franchise had a special event hosted in the popular MMORPG Final Fantasy XIV: A Realm Reborn?,Yo-kai Watch,Pokémon,Yu-gi-oh,Buddyfight,2,medium
1999,What was the main currency in Club Penguin?,Coins,Stamps,Tickets,Gems,2,medium
2000,Which Sonic the Hedgehog game introudced Knuckles the Echidna?,Sonic the Hedgehog 3,Sonic the Hedgehog 2,Sonic the Hedgehog 3,Sonic & Knuckles,2,medium
2002,"""Strangereal"" is a fictitious Earth-like world for which game series?",Ace Combat,Jet Set Radio,Deus Ex,Crimson Skies,2,hard
2005,Which of these Starbound races has a Wild West culture?,Novakid,Avian,Human,Hylotl,2,easy
2006,"During development of ""Super Mario World"", Yoshi's hard saddle was originally which of these?",A shell,A slide of Gelatin,A shell,A poffin,2,hard
2014,In what year were achivements added to Steam?,2007,2008,2007,2009,2,medium
2019,Which of these is NOT a terrorist faction in Counter-Strike (2000)?,Midwest Militia,Phoenix Connection,Midwest Militia,Elite Crew,2,medium
2020,"Psych-Horror ""Eternal Darkness: Sanity's Requiem"", developed by Silicon Knights in 2002, was published by who and on what platform?",Nintendo® Co. Ltd. | GameCube™,Sony® Computer Entertainment™ Inc. | PlayStation® 2,Microsoft® Game Studios™ | XBox™,Nintendo® Co. Ltd. | GameCube™,2,medium
2021,"When was Chapter 1 of the Source Engine mod ""Underhell"" released?","September 1st, 2013","March 3rd, 2011","September 12th, 2013","September 1st, 2013",2,medium
2025,"In ""Call Of Duty: Zombies"", what does the game traditionally reward you for completing a boss round?",Max Ammo,A Pack-A-Punched gun,Max Ammo,Death Machine,2,hard
2028,Who was Tetris created by?,Alexey Pajitnov,Toru Iwatani,Alexey Pajitnov,Allan Alcorn,2,medium
2029,Which of these is NOT a map included in the game Counter-Strike: Global Offensive?,Oilrig,Assault,Mirage,Cache,2,easy
2032,"In the Fallout series, on which date did The Great War happen?","October 23rd, 2077","May 15th, 2058","December 14th, 2069","October 23rd, 2077",2,hard
2036,Which of the following games in the The Legend of Zelda franchise was released in Japan before North America?,The Legend of Zelda: The Minish Cap,The Legend of Zelda: Twilight Princess,The Legend of Zelda: Spirit Tracks,The Legend of Zelda: Four Swords,2,hard
2039,"In Night in the Woods, which instrument did Casey play?",Drums,Bass,Drums,Piano,2,medium
2040,"In which mall does ""Dead Rising"" take place?",Willamette Parkview Mall,Willamette Parkview Mall,Liberty Mall,Twin Pines Mall,2,easy
2041,On which planet does the game Freedom Planet (2014) take place?,Avalice,Freedom,Avalice,Galaxytrail,2,medium
2044,"In World of Warcraft Lore, four Old Gods created a giant and powerful creature. What was it called?",The Ancient One,Anomalous,Eater of Souls,The Ancient One,2,medium
2046,"In which ""Call of Duty"" game are the ""Apothicons"" introduced in the Zombies mode?",Call Of Duty: Black Ops III,Call Of Duty: Black Ops III,Call Of Duty: Black Ops,Call Of Duty: World At War,2,medium
2048,"In Overwatch, which ape species is the hero Winston?",Gorilla,Gorilla,Orangutan,Chimpanzee,2,easy
2049,What does Solid Snake use to hide himself with?,Cardboard Box,Cloaking Device,Metal Crate,Cardboard Box,2,easy
2050,When was Steam first released?,2003,2003,2004,2011,2,hard
2052,"In the original ""Super Mario Bros."", what is the acceleration of Mario if he was in free fall?",91.28 m/s^2,110  m/s^2,91.28 m/s^2,9.42  m/s^2,2,hard
2053,Which of the four empires in  Eve Online was the first to achieve faster than light travel?,Amarr Empire,Caldari State,Gallente Federation,Amarr Empire,2,hard
2073,"In the ""Metal Gear Solid"" series, what's the name of Solid Snake's brother?",Liquid Snake,Kulus Snake,Billy Snake,Gilur Snake,2,easy
2074,"""Gimmick!"" is a Japanese Famicom game that uses a sound chip expansion in the cartridge. What is it called?",FME-7,VRC7,VRC6,MMC5,2,hard
2076,"In the Team Fortress 2 canon, what did Shakespearicles NOT invent?",Stairs,Two-Story Building,Stairs,Rocket Launcher,2,hard
2086,"In Super Smash Bros. for Nintendo 3DS and Nintendo Wii U, who was the sixth fighter to be added to the game post-launch?",Corrin,Cloud,Bayonnetta,Ryu,2,hard
2089,"In Disney's ""Toontown Online"", which of these species wasn't available as a Toon?",Cow,Monkey,Cow,Bear,2,hard
2092,"When was the video game ""P.A.M.E.L.A."" released on Steam?","March 9, 2017","January 7, 2007","March 9, 2017","October 23, 1997",2,medium
2093,Who composed the soundtrack for the game VVVVVV?,Magnus Pålsson,Terry Cavanagh,Danny Baranowsky,Joel Zimmerman,2,medium
2102,"In the game Dark Souls, what is the name of the region you're in for the majority of the game?",Lordran,Drangleic,Oolacile,Lordran,2,easy
2104,Which of these Generation 1 Pokemon did NOT have an evolution in Generation 4?,Jynx,Electabuzz,Magmar,Rhydon,2,hard
2107,"What was the game ""Galaga"" was a sequel to?",Galaxian,Galactica,Galaxian,Space Invaders,2,medium
2108,"Who is the victim mentioned in the second KG-8 incident, in Ace attorney Investigations, Case 4?",Deid Mann,Deid Mann,Frank Sahwit,Shey De Killer,2,hard
2109,"What is the hardest possible difficulty in ""Deus Ex: Mankind Divided""?",I Never Asked For This,Nightmare,Extreme,I Never Asked For This,2,easy
2111,"Lanky, Funky, and Chunky are all characters featured in which series owned by Nintendo?",Donkey Kong,Mario,Kirby,Zelda,2,easy
2112,What is the main character of Metal Gear Solid 2?,Raiden,Solidus Snake,Big Boss,Venom Snake,2,medium
2118,Which of these Counter-Strike maps is a bomb defuse scenario?,Prodigy,747,Havana,Oilrig,2,medium
2119,What company develops the Rock Band series of rhythm games?,Harmonix,Activision,Harmonix,Konami,2,easy
2124,"In the ARPG ""Path of Exile,"" what is the highest amount of sockets that an item can have?",6,6,5,4,2,medium
2125,The character Wario was first introduced in which game of the Mario video game franchise?,Super Mario Land 2: 6 Golden Coins (1992),Super Mario Bros. 3 (1988),Wario Land: Super Mario Land 3 (1994),Super Mario Land 2: 6 Golden Coins (1992),2,medium
2128,"When was the game ""Roblox"" released?",2006,2003,2006,2002,2,medium
2135,When was Nintendo's Virtual Boy released?,1995,1989,1995,1997,2,medium
2138,"In Animal Crossing: New Leaf, which of these paintings from Redd's Art Gallery is always genuine?",Warm Painting,Warm Painting,Jolly Painting,Neutral Painting,2,hard
2143,The starting pistol of the Terrorist team in a competitive match of Counter Strike: Global Offensive is what?,Glock-18,Glock-18,Tec-9,Desert Eagle,2,easy
2144,"In the Half-Life series, Gordon Freeman's signature weapon is a:",Crowbar,Sledgehammer,Fiber Wire,Katana,2,easy
2148,Which one of these is NOT an official map in Counter-Strike: Global Offensive?,de_season,de_sugarcane,de_season,de_canals,2,hard
2149,Pokémon Go is a location-based augmented reality game developed and published by which company?,Niantic,Rovio,Niantic,Zynga,2,easy
2155,"In the video game Undertale, what Fun Value is required to obtain the Fake Hallway?",66,91,45,66,2,hard
2160,Which of these TrackMania environments was NOT in the original game?,Bay,Desert,Snow,Bay,2,hard
2175,"In the Nintendo Game Splatoon 2, what is Marina's screen name?",DJ_Hyperfresh,DJ_Hyperfresh,MC.princess,Kidnotsquid123,2,hard
2178,"According to Toby Fox, what was the method to creating the initial tune for Megalovania?",Singing into a Microphone,Playing a Piano,Singing into a Microphone,Using a Composer Software,2,hard
2182,"""Rollercoaster Tycoon"" was programmed mostly entirely in...",x86 Assembly,C++,C,x86 Assembly,2,medium
2187,"In the ""Call Of Duty: Zombies"" map ""Origins"", how many steps are there to upgrade a Staff?",4,7,4,5,2,medium
2190,Which company did Bethesda purchase the Fallout Series from?,Interplay Entertainment,Interplay Entertainment,Capcom,Blizzard Entertainment,2,medium
2192,Which of these is NOT a faction included in the game Counter-Strike: Global Offensive?,BOPE,GSG-9,BOPE,Elite Crew,2,medium
2194,"In Super Mario Bros., who informs Mario that the princess is in another castle?",Toad,Luigi,Yoshi,Bowser,2,easy
2200,What was the world's first video game?,Tennis for Two,Spacewar!,Pong,Space Travel,2,hard
2205,Which of the following characters is NOT a female marriage candidate in the game Stardew Valley?,Caroline,Abigail,Caroline,Haley,2,easy
2207,"In Left 4 Dead, what is the name of the Special Infected that is unplayable in Versus mode?",The Witch,The Tank,The Witch,The Smoker,2,medium
2218,Danganronpa Another Episode: Ultra Despair Girls is set after which Danganronpa game?,Danganronpa: Trigger Happy Havoc,Danganronpa: Trigger Happy Havoc,Danganronpa 2: Goodbye Despair,Danganronpa V3: Killing Harmony,2,medium
2224,Which character was introduced to the Super Smash Bros franchise in Super Smash Bros Melee?,Sheik,Sheik,Samus,Lucas,2,easy
2228,"In Portal 2, how did CEO of Aperture Science, Cave Johnson, presumably die?",Moon Rock Poisoning,Accidentally sending a portal to the Moon,Slipped in the shower,Moon Rock Poisoning,2,easy
2229,"The cake depicted in Valve's ""Portal"" franchise most closely resembles which real-world type of cake?",Black Forest,Black Forest,Devil's Food,Molten Chocolate,2,medium
2230,"Who created the ""Metal Gear"" Series?",Hideo Kojima,Hiroshi Yamauchi,Shigeru Miyamoto,Hideo Kojima,2,easy
2232,What is the default alias that Princess Garnet goes by in Final Fantasy IX?,Dagger,Dirk,Dagger,Garnet,2,easy
2235,In the Kingdom Heart series who provides the english voice for Master Eraqus?,Mark Hamill,Mark Hamill,Jason Dohring,Jesse McCartney,2,medium
2257,"What vault in the video game ""Fallout 3"" is the home of multiple clones named Gary?",Vault 108,Vault 108,Vault 101,Vault 87,2,hard
2264,What snowy mob was added in Minecraft 1.10?,Polar bears,Polar bears,Eskimos,Penguins,2,medium
2267,"In the indie farming game ""Stardew Valley"", which NPC hates the ""prismatic shard"" item when received as a gift?",Haley,Abigail,Elliott,Lewis,2,hard
2268,"In the game ""Subnautica"", which feature was removed due to performance issues in 2016?",Terraforming,Building,Terraforming,Crafting,2,medium
2270,"In the Mario Kart and Smash Bros. Games, Princess Rosalina is considered what weight class?",Heavy,Heavy,Medium,Light,2,medium
2282,Which souls game was not directed by Hidetaka Miyazaki?,Dark Souls 2,Dark Souls 2,Demon Souls,Dark Souls,2,hard
2283,"In Forza Motorsport 6, which of these track-exclusive cars was NOT featured in the game, either originally with the game or added as DLC?",Aston Martin Vulcan,Aston Martin Vulcan,Ferrari FXX-K,McLaren P1 GTR,2,medium
2290,"In the original Mega Man series, who is Mega Man's arch nemesis?",Dr. Wily,Dr. Light,Dr. Bad,Mr. Z,2,easy
2296,"Who performed ""I Took A Pill In Ibiza""?",Mike Posner,Avicii,Robbie Williams,Harry Styles,3,easy
2297,From which country does the piano originate?,Italy,Germany,Austria,Italy,3,medium
2298,What is the first track on Kanye West's 808s & Heartbreak?,Say You Will,Say You Will,Welcome to Heartbreak,Street Lights,3,medium
2299,What is the name of the song by Beyoncé and Alejandro Fernández released in 2007?,Amor Gitano,Amor Gitano,La ultima vez,Rocket,3,hard
2300,What was Rage Against the Machine's debut album?,Rage Against the Machine,Evil Empire,Bombtrack,The Battle Of Los Angeles,3,easy
2301,Which of these is the name of an American psychedelic rock band formed in 2002 by Benjamin Goldwasser and Andrew VanWyngarden?,MGMT,MSTRKRFT,STRFKR,SBTRKT,3,medium
2302,What is the name of Rivers Cuomo's wife?,Kyoko Ito,Kyoko Ito,Yoko Ono,Kyary Pamyu Pamyu,3,easy
2303,Which of the following is not a studio album by the band Pink Floyd?,Moving Pictures,The Dark Side of the Moon,Moving Pictures,Wish You Were Here,3,easy
2304,Who won the 1989 Drum Corps International championships?,Santa Clara Vanguard,Blue Devils,Santa Clara Vanguard,The Academy,3,hard
2305,"Who wrote the song ""You Know You Like It""?",AlunaGeorge,AlunaGeorge,DJ Snake,Steve Aoki,3,hard
2306,"What is the English title of the vaporwave track ""リサフランク420 / 現代のコンピュー"" by Macintosh Plus (Vektroid)?",Lisa Frank 420 / Modern Computing,Smoke Weed 420 / Everyday,Lisa Frank 420 / Modern Computing,Make Your Move 420 / My Mind,3,hard
2307,"Which group performs the song ""Crash into Me""?",Dave Matthews Band,Phish,The Grateful Dead,Destiny's Child,3,easy
2308,'74–'75 is a 1993 single from the album Ring by what American band?,The Connells,R.E.M.,The Ocean Blue,The Connells,3,medium
2309,EDM producer Marshmello performs live wearing clothes and a marshmallow mask of what colour?,White,Black,Blue,Yellow,3,medium
2310,Which European capital city gives its name to a 1981 song by Ultravox?,Vienna,Berlin,Paris,Brussels,3,medium
2311,In what year was Taylor Swift born?,1989,1988,1987,1990,3,medium
2312,Which of the following bands is Tom DeLonge not a part of?,+44,Box Car Racer,Blink-182,Angels & Airwaves,3,medium
2313,"What is the name of the main character from the music video of ""Shelter"" by Porter Robinson and A-1 Studios?",Rin,Rem,Ren,Rin,3,medium
2314,"What was the name of singer Frank Ocean's second studio album, which was released on August 20, 2016?",Blonde,Brunette,Black,Blonde,3,easy
2315,"What was the subject of the 2014 song ""CoCo"" by American rapper O. T. Genasis?",Cocaine,Conan O'Brien,Cobalt(II) carbonate,Coconut cream pie,3,easy
2316,Who had a 1976 hit with the song 'You Make Me Feel Like Dancing'?,Leo Sayer,Leo Sayer,Elton John,Billy Joel,3,medium
2317,Who is the lead singer of The Lumineers?,Wesley Schultz,Wesley Schultz,Jeremiah Fraites,Jay Van Dyke,3,medium
2318,"Which artist collaborated with American DJ Dillon Francis to release the song 2016 ""Need You""?",NGHTMRE,LOUDPVCK,NGHTMRE,KRNE,3,medium
2319,"The song ""Twin Size Mattress"" was written by which band?",The Front Bottoms,The Front Bottoms,Twenty One Pilots,The Wonder Years,3,medium
2320,"What year was Min Yoongi from South Korea boy band ""BTS"" born in?",1993,1992,1995,1993,3,hard
2321,How many studio albums have the duo Daft Punk released?,4,1,5,4,3,easy
2322,"Who wrote the musical composition, ""Rhapsody In Blue""?",George Gershwin,Irving Berlin,Duke Ellington,Johnny Mandel,3,medium
2323,"What animal is featured on the cover of English electronic music group The Prodigy's album, ""The Fat of the Land""?",Crab,Crab,Fox,Elephant,3,medium
2324,Which music publication is often abbreviated to NME?,New Musical Express,New Metro Entertainment,New Musical Express,Next Musical Enterprise,3,easy
2325,Who is the lead singer of the British pop rock band Coldplay?,Chris Martin,Jonny Buckland,Guy Berryman,Will Champion,3,easy
2326,"Which novelty band was best known for their UK chart hits ""Combine Harvester"" and ""I Am a Cider Drinker"" in 1976?",The Wurzels,Goldie Lookin Chain,Bonzo Dog Doo-Dah Band,The Wurzels,3,medium
2327,"Who sings the rap song ""Secret Wars Part 1""?",The Last Emperor,MC Frontalot,The Last Emperor,Busdriver,3,hard
2328,"Which one of these songs did the group ""Men At Work"" NOT make?",Safety Dance,Safety Dance,Down Under,Who Can It Be Now?,3,easy
2329,Which of these is NOT a name of an album released by American rapper Pitbull?,Welcome to Miami,Welcome to Miami,Dale,Global Warming,3,medium
2330,"Which Aerosmith album featured ""Walk This Way""?",Toys in the Attic,Rocks,Toys in the Attic,Get Your Wings,3,medium
2331,"What song includes the words ""Numa Numa"" which was subject to a Viral Video in 2004?",Dragostea Din Tei,Dragostea Din Tei,Despacito,Gangnam Style,3,hard
2332,"Which of these Queen songs were sampled for the baseline in Vanilla ""Ice's Ice Ice Baby?""",Under Pressure,Don't Stop Me Now,Brighton Rock,Under Pressure,3,medium
2333,African-American performer Sammy Davis Jr. was known for losing which part of his body in a car accident?,Left Eye,Right Ear,Right Middle Finger,Nose,3,medium
2334,"Panic! At the Disco's sixth album ""Pray For The Wicked"" was released on which date?","June 22, 2018","May 9, 2018","June 22, 2018","March 13, 2018",3,hard
2335,Who is the frontman of Muse?,Matt Bellamy,Matt Bellamy,Dominic Howard,Thom Yorke,3,medium
2336,The 'In the Flesh' tour was used in support of what Pink Floyd album?,Animals,The Wall,Wish You Were Here,Animals,3,medium
2337,"Rick Astley's hit song ""Never Gonna Give You Up"" was released in what year?",1987,1985,1986,1988,3,medium
2338,"The ""K"" in ""K-Pop"" stands for which word?",Korean,Kenyan,Kazakhstan,Korean,3,easy
2339,Which song previously recorded by Elvis Presley was covered by UB40 with a reggae beat?,Can't Help Falling in Love,Jailhouse Rock,In the Ghetto,Wooden Heart,3,medium
2340,"What date is referenced in the 1971 song ""September"" by Earth, Wind & Fire?",21st of September,26th of September,23rd of September,24th of September,3,medium
2341,"The Red Hot Chili Pepper song ""Give It Away"" is from what album?",Blood Sugar Sex Magik,One Hot Minute,Blood Sugar Sex Magik,By the Way,3,easy
2342,"Who had a 1969 top 5 hit with the song,  'A Boy Named Sue'?",Johnny Cash,Bob Dylan,Willie Nelson,Johnny Cash,3,easy
2343,On which Beatles album would you find the song 'Eleanor Rigby'?,Revolver,Revolver,Help!,Rubber Soul,3,hard
2344,"Which band released the album ""Sonic Highways"" in 2014?",Foo Fighters,Coldplay,Nickelback,Foo Fighters,3,medium
2345,Which of these is NOT the name of an album released by English singer-songwriter Adele?,12,19,21,25,3,easy
2347,"Finish these lyrics from the 2016 song ""Panda"" by Desiigner: ""I got broads in _______"".",Atlanta,Savannah,Augusta,Atlanta,3,easy
2348,Which of these songs did Jimi Hendrix cover?,All of these songs,All of these songs,Sgt. Pepper's Lonely Hearts Club Band,All Along the Watchtower,3,medium
2349,"In an orchestra, what is the lowest member of the brass family?",Tuba,Trombone,Tuba,Contrabass,3,easy
2350,Which of these artists has NOT been a member of dancehall group Major Lazer?,Skrillex,Diplo,Jillionaire,Walshy Fire,3,medium
2351,"In what film was the Michael Jackson song ""Will You Be There"" featured?",Free Willy,Sleepless in Seattle,Men in Black,Free Willy,3,medium
2352,Who is the artist of the recent new album the Uncanny Valley?,Perturbator,Carpenter Brut,GOST,Dan Terminus,3,medium
2353,What is the real name of Canadian electronic music producer deadmau5?,Joel Zimmerman,Joel Zimmerman,Sonny Moore,Adam Richard Wiles,3,medium
2354,"The song ""Caramelldansen"" is commonly mistaken as a Japanese song, what language is the song actually sung in?",Swedish,Hungarian,Finnish,Swedish,3,medium
2355,In what year did US band Weezer release Weezer (The White Album)?,2016,2001,2008,2019,3,medium
2356,What was Radiohead's first album?,Pablo Honey,The Bends,Pablo Honey,Kid A,3,medium
2357,"Which Elton John hit starts with the line ""When are you gonna come down""?",Goodbye Yellow Brick Road,Rocket Man,Bennie and the Jets,Crocodile Rock,3,hard
2358,What album did Bon Iver release in 2016?,"22, A Million","Bon Iver, Bon Iver","22, A Million",Blood Bank EP,3,easy
2359,"Kanye West's ""Gold Digger"" featured which Oscar-winning actor?",Jamie Foxx,Alec Baldwin,Jamie Foxx,Dwayne Johnson,3,easy
2360,"On the cover of 'Abbey Road,' which of the Beatles is not wearing shoes?",Paul McCartney,Paul McCartney,Ringo Starr,John Lennon,3,medium
2361,"This album, now considered to be one of the greatest of all time, was a commercial failure when it was released.",The Velvet Underground and Nico,Abbey Road,Led Zeppelin IV,Pet Sounds,3,hard
